video_id,duration,fps,total_frames,width,height,url,annotation_record_id,num_segments
nt9tMdFVQ1c,14.931,29.97002997002997,446,1920,1080,https://www.youtube.com/watch?v=nt9tMdFVQ1c,1185,1
my4UPLGI6w4,76.533,30.01296371469352,2292,640,480,https://www.youtube.com/watch?v=my4UPLGI6w4,1186,1
R2izNBHhctM,71.216,30.0,2134,1280,720,https://www.youtube.com/watch?v=R2izNBHhctM,1213,1
_i_ERtwvcJE,31.719,29.97002997002997,947,1920,1080,https://www.youtube.com/watch?v=_i_ERtwvcJE,1218,1
QJm_B5Hx4DI,200.83,30.0,6023,426,240,https://www.youtube.com/watch?v=QJm_B5Hx4DI,1220,1
8ErMpNsK3_c,32.996,30.0,987,640,480,https://www.youtube.com/watch?v=8ErMpNsK3_c,1228,1
pf9u7M6vafU,19.528,30.0,583,1280,720,https://www.youtube.com/watch?v=pf9u7M6vafU,1244,1
_B2kFN9MfwU,141.155,29.97002997002997,4225,640,360,https://www.youtube.com/watch?v=_B2kFN9MfwU,1245,2
klqHoK_8ar8,125.179,29.97002997002997,3750,640,480,https://www.youtube.com/watch?v=klqHoK_8ar8,1259,1
7xLL5okHSIU,127.478,29.97002997002997,3819,1280,720,https://www.youtube.com/watch?v=7xLL5okHSIU,1260,5
2eep4G5Tgho,26.843,60.0,1597,1920,1080,https://www.youtube.com/watch?v=2eep4G5Tgho,1267,1
28P5f3p_32g,139.529,30.0,4183,854,480,https://www.youtube.com/watch?v=28P5f3p_32g,1269,1
DIF8qouivIU,222.703,25.0,5566,1280,720,https://www.youtube.com/watch?v=DIF8qouivIU,1270,1
QLACTCzs0R0,47.183,30.0,1414,640,360,https://www.youtube.com/watch?v=QLACTCzs0R0,1273,1
7lNAmkaMyyg,13.654,23.976033772376407,326,1280,720,https://www.youtube.com/watch?v=7lNAmkaMyyg,1279,1
QZi1yBFRZzc,122.137,25.0,3051,640,480,https://www.youtube.com/watch?v=QZi1yBFRZzc,1290,1
pAAGm-KEFW0,229.065,22.4400681192961,5139,320,240,https://www.youtube.com/watch?v=pAAGm-KEFW0,1292,2
0-ReTddxkhg,74.955,10.0,748,640,480,https://www.youtube.com/watch?v=0-ReTddxkhg,1306,1
_I8sqYLhRKM,48.205,20.0,962,640,480,https://www.youtube.com/watch?v=_I8sqYLhRKM,1307,1
40Sf-iICgzw,37.269,30.0,1116,720,1280,https://www.youtube.com/watch?v=40Sf-iICgzw,1313,1
D_xht_r3n54,21.758,30.0,651,640,480,https://www.youtube.com/watch?v=D_xht_r3n54,1332,1
1v5HE_Nm99g,226.178,12.0,2714,1280,720,https://www.youtube.com/watch?v=1v5HE_Nm99g,1335,1
oYmE833AO2w,178.33,25.00547134976796,4456,640,480,https://www.youtube.com/watch?v=oYmE833AO2w,1336,1
2LzWCwYtUzs,55.31,30.0,1656,640,480,https://www.youtube.com/watch?v=2LzWCwYtUzs,1337,1
pPsqB3tY7hk,98.825,30.0,2963,640,480,https://www.youtube.com/watch?v=pPsqB3tY7hk,1343,3
insSTTMSC38,177.587,30.0,5325,480,360,https://www.youtube.com/watch?v=insSTTMSC38,1348,3
N7ppHQNikv8,66.224,30.014696747018984,1981,640,480,https://www.youtube.com/watch?v=N7ppHQNikv8,1352,1
JAZu9CWEVbQ,200.249,29.97002997002997,6000,854,480,https://www.youtube.com/watch?v=JAZu9CWEVbQ,1360,2
bXrdB5AASAM,179.096,25.0,4475,1920,1080,https://www.youtube.com/watch?v=bXrdB5AASAM,1366,2
N1-TZnH0jy4,15.163,29.97002997002997,450,480,480,https://www.youtube.com/watch?v=N1-TZnH0jy4,1368,1
OYPyiUC4h68,135.953,29.97002997002997,4073,640,360,https://www.youtube.com/watch?v=OYPyiUC4h68,1369,1
G1aYtrFJqUc,69.753,59.94006309148265,4181,1280,720,https://www.youtube.com/watch?v=G1aYtrFJqUc,1372,2
8nj8tlvLyUo,190.799,24.0,4577,1280,720,https://www.youtube.com/watch?v=8nj8tlvLyUo,1375,1
G5gvb71BB5I,211.441,23.626,4996,400,200,https://www.youtube.com/watch?v=G5gvb71BB5I,1380,1
NURIoQoKk1E,192.169,25.0,4803,1920,1080,https://www.youtube.com/watch?v=NURIoQoKk1E,1381,1
