label,start_time,end_time
Doing kickboxing,23.24372562,136.58451465000002
Dodgeball,0.0,132.8878
Cleaning shoes,8.928524789391576,18.398172293291733
Playing field hockey,14.484035361414458,19.72587673030731
Playing field hockey,25.51949087487309,32.27870737686651
Playing field hockey,52.41841368892852,58.07408463957606
Playing squash,8.84874608,73.72775803432137
Tumbling,18.06820377285491,66.47735350390016
Rollerblading,45.08595631825273,200.92654446177846
Getting a piercing,53.32115410000001,177.30421216848674
Playing drums,125.85323923962109,164.88598300379343
Playing drums,184.58474963551402,222.88790914485983
Playing rubik cube,20.613089100434767,126.33828803492277
Playing rubik cube,93.42383931003498,128.66557228819767
Playing rubik cube,131.6577948995511,162.24495937116396
Playing rubik cube,166.2345895196352,212.91274376417235
Sharpening knives,70.17497744807751,75.76732708268331
Sharpening knives,78.11250625429017,82.8028645975039
Welding,19.306975296411856,91.67238095238095
Zumba,0.01,124.18031746031745
Raking leaves,0.0,36.821
Ping-pong,6.571718934063485,24.096302758232778
Ping-pong,39.15649156630265,48.740248243369734
Ping-pong,115.82654498283931,121.57679898907956
Ping-pong,145.67310149141966,157.7212527425897
Bathing dog,0.01,77.83331065759637
Tug of war,3.683435423770798,88.08340738638762
Ping-pong,7.196606864274571,181.0862542901716
Breakdancing,14.283496096306438,139.0884693978159
Playing congas,6.515352641316538,41.92487663026521
Drinking coffee,5.038114102964118,5.780573023400936
Drinking coffee,6.6821302839313566,7.6367203244929796
Drinking coffee,8.564793975039002,9.38680206552262
Drinking coffee,15.35298981903276,15.697702889235568
Kneeling,69.92853198127925,83.96263182527301
Kneeling,90.0118127925117,155.121
Using the balance beam,3.800311304969205,88.13798911140118
Playing lacrosse,130.558155,147.2557275
Playing lacrosse,12.50989727223089,114.34487750000001
Running a marathon,0.01,0.02
Braiding hair,54.953264775488975,113.89507296210215
Scuba diving,13.255202259791073,130.5300423229329
Preparing pasta,6.91026305,152.83489368
Brushing teeth,1.7287481699999998,66.23273498829953
Playing badminton,83.53895592043682,130.6245492574103
Bungee jumping,21.840667607656684,91.65919520590347
Mixing drinks,18.43779407176287,56.50291731669267
Discus throw,47.34713952,54.41846734733226
Discus throw,5.20505613237898,14.207509403407018
Discus throw,28.85150005761263,35.93342996415468
Discus throw,58.259514076304214,65.94160753424813
Playing ice hockey,5.74008112324493,106.0305631825273
Preparing salad,1.3845655226209048,13.991991419656786
Mixing drinks,6.0965741029641185,60.20366926677067
Drum corps,0.01,92.361
Getting a piercing,45.46738157020281,94.43225403042122
Doing crunches,35.522386821246066,39.10422748479747
Doing crunches,50.28391198012457,59.61840583059186
Camel ride,0.2,54.16893761152725
Hand car wash,29.275017160686424,49.359040561622464
Hand car wash,54.46514820592824,90.54830889235569
Hand car wash,105.52622464898595,152.8428221528861
Capoeira,0.20000000000000004,163.841
Washing dishes,0.34706057956318254,33.47557044695788
Sailing,39.007320939157566,169.69608233385335
Mixing drinks,7.30402992,56.361093471138844
Playing ice hockey,0.01,70.29058452472604
Wrapping presents,20.36461824,131.58197472
Hand washing clothes,0.01,11.145577
Surfing,40.424168224299066,146.94396728971964
Rock climbing,45.93712007800312,113.436561825273
Making a lemonade,11.402234957878315,121.834992049922
Making an omelette,0.01,109.101
Cutting the grass,5.311743061486869,20.464875817318905
Braiding hair,6.801889055154043,140.57237366614663
Doing kickboxing,1.2238110468018721,19.103391950078006
Wakeboarding,19.11353645982574,23.57336163378508
Wakeboarding,157.36811594383775,158.32379276131044
Wakeboarding,174.25173971918878,179.6672416848674
Drum corps,0.01,14.971438546021842
Futsal,5.20587920245259,19.853061
Using the balance beam,3.258679692667707,92.72424943681747
Using the balance beam,119.97866141185646,156.71286885647427
Using the balance beam,7.72713712324493,101.4186747425897
Shuffleboard,1.9602024897322425,3.8321074375975037
Hula hoop,19.611404056162247,63.82620592823714
Cheerleading,21.75210077790867,26.918224712661978
Cheerleading,35.34716376410159,69.60672248930774
Cheerleading,87.00840237129485,95.70924260842433
Cheerleading,99.78776146957878,102.77867530109204
Cheerleading,104.41008284555382,121.81176331981278
Cheerleading,122.08366457722308,127.2497884680187
Cheerleading,129.96880104212167,154.71181546645866
Playing piano,4.304128965158606,51.03467201545204
Playing piano,60.46276403437089,119.90073390795632
Baton twirling,6.767705148205929,220.1285148205928
Mooping floor,21.701698907956317,156.281
Playing harmonica,23.672665577223086,28.284223806552262
Playing harmonica,36.585028619344776,51.95688938377534
Playing harmonica,56.875884828393126,59.33538255070202
Playing harmonica,78.70392711388456,86.38985749609984
Playing harmonica,150.64423549141966,157.7152914430577
Triple jump,15.143866053961885,173.74144382839316
Longboarding,17.983326833073324,56.493077223088925
Longboarding,76.111251950078,203.6661131045242
Shuffleboard,51.22407332293292,58.59580343213728
Shuffleboard,71.82711388455539,78.07761778471139
Shuffleboard,82.23671606864275,97.73880967238689
Shuffleboard,100.19645865834633,106.62415600624024
Preparing salad,98.383067800312,109.37882243681747
Preparing salad,125.00436849921998,151.33630723400935
Playing squash,0.01,65.13165532879819
Polishing shoes,103.75867394695787,104.86999999999999
Mixing drinks,0.01,72.32798751950078
Playing congas,17.460289719626168,166.13730218068537
Mixing drinks,33.65408216328653,62.196150327613104
Doing motocross,0.01,10.412480499219969
Arm wrestling,68.49321093387954,123.110642066499
Welding,0.01,141.15553510140404
Doing fencing,0.01,6.991126365054602
Removing ice from car,0.2,114.55688802247916
Playing badminton,14.040103155146614,49.091946894202295
Vacuuming floor,1.8987289734789392,11.684486753619806
Hammer throw,4.129972698907956,29.665003900156005
Longboarding,16.42160838314306,83.2969354859468
Longboarding,91.0990569812739,110.79012551709944
Shot put,31.332672418096724,103.5821288174727
Playing pool,0.01,20.94466551984489
Brushing teeth,0.0,13.63
Playing racquetball,74.78491727424199,88.02807958190328
Blow-drying hair,38.48019500780031,79.78927457098284
Cricket,44.52467962119845,93.31009413437764
Starting a campfire,32.75834633385336,94.27741029641186
Slacklining,8.71345993447738,135.74653371606865
Smoking hookah,1.2085967581903276,10.33668280031201
Braiding hair,63.80245397815913,178.1456209048362
Breakdancing,71.20224748673947,137.15287123088922
Doing fencing,0.01,59.62279538893277
Slacklining,7.758725064648844,13.814315359008917
Slacklining,24.79007276753655,81.18275665834634
Slacklining,89.31995604368174,97.45715542901716
Slacklining,102.75579688923555,113.16384261466459
Capoeira,9.549210558898546,90.96027515132604
Tumbling,5.274078479999999,58.534315620904835
Playing harmonica,15.1694042199688,102.353559
Sharpening knives,88.1182418096724,163.27013572542904
Spinning,0.01,10.15878731279251
Swinging at the playground,0.01,68.841
Running a marathon,49.45814508580344,81.58571138845554
Running a marathon,98.5024336973479,119.27359906396256
Table soccer,0.01,57.84226330753417
Playing blackjack,7.757130904836194,10.318788087363494
Discus throw,0.01,7.317870677067083
Playing flauta,12.187207488299531,84.75332293291731
Running a marathon,13.963811232449299,16.995258970358815
Running a marathon,74.03875195007801,75.55318096723869
Swimming,0.2,75.9220171495327
Swimming,14.258781420486807,20.446556271225443
Swimming,24.751095297826232,41.70021771506685
Swimming,45.735723052505094,55.42093586235686
Swimming,65.10614867220865,86.35981011605006
Swimming,86.89787749437514,89.05014642519832
Swimming,116.22254885288105,117.83675097729785
Swimming,148.23755765381418,156.30856827589815
Ice fishing,22.680304212168487,63.50485179407176
Ice fishing,73.4841856474259,87.39477223088923
Ice fishing,113.40152106084244,171.765503900156
Tai chi,5.321300901015633,165.8472114149872
Archery,7.4247155,178.29951248049923
Futsal,3.862313572542902,93.36723244929797
Doing kickboxing,7.7612480499219965,92.67728609999999
Changing car wheel,53.29006708268331,179.04279875195007
Shaving,11.788288000000001,73.06035200000001
Washing dishes,43.69971117,77.55049173
Washing dishes,102.34130539,178.26779842277693
Baking cookies,10.715012480499219,68.03182527301092
Baking cookies,75.52917940717629,82.8439422776911
Using the monkey bar,0.0,24.032652
Layup drill in basketball,55.09337067,197.3612893354134
Making an omelette,162.7243540624025,171.09494840717628
Cumbia,92.4588702,228.34431064820595
Cumbia,15.564768568642746,90.64188754680187
Spread mulch,0.0,9.148661
Polishing shoes,8.00033962,151.57986394557824
Cumbia,5.7770957368907006,136.62831316848673
BMX,11.220200862456268,97.02173648049921
Paintball,110.18411920150275,188.0475634372314
Skateboarding,4.991623633209419,134.52934637464244
Canoeing,2.2576782605304215,46.146943645241805
Mowing the lawn,8.473292156176043,16.09925509673448
Mowing the lawn,63.832134243192854,147.43528264586584
Tug of war,7.710975039001561,47.147104524180975
Tug of war,72.48316536661467,105.53020124804992
Playing ten pins,8.146328037441497,10.738341503900157
Playing ten pins,11.664060599063962,13.330354970358815
Playing ten pins,14.441217884555384,17.77380662714509
Playing ten pins,19.81038863650546,22.402402102964118
Playing ten pins,30.363586321372853,33.32588742589704
Playing ten pins,40.36135254914196,45.175091843993755
Playing ten pins,48.13739294851794,51.65512551014041
Playing ten pins,55.913433347893914,59.06087827145086
Playing ten pins,76.64954107956318,79.05641072698907
Playing ten pins,82.57414328861154,86.6473073073323
Playing ten pins,88.86903313572543,91.64619042121684
Playing ten pins,95.90449825897036,102.56967574414976
Playing ten pins,103.68053865834634,107.38341503900156
Capoeira,0.2,177.961
Swinging at the playground,0.0,15.139409
Trimming branches or hedges,16.336171606864273,213.45438533541343
Preparing salad,72.42017680707228,124.87155486219447
Beach soccer,0.01,231.881
Walking the dog,0.7129336345227558,138.82399234168787
BMX,40.17902262090483,61.52651092043682
Horseback riding,3.567895826037123,52.221020726543344
Horseback riding,58.38374988060747,171.58335265366617
Futsal,26.392940110623687,29.3254890118041
Futsal,46.387591709581024,146.89403896573208
Playing kickball,1.72780184,32.37813128
Playing kickball,38.653615280000004,41.988518080000006
Hanging wallpaper,0.2,86.73291731669266
Tango,108.61778007332293,212.15996294695788
Shoveling snow,6.42382527301092,115.25098283931358
Doing a powerbomb,0.7407823712948518,6.727267550702028
Swimming,59.300250105242306,90.87570707020281
Bathing dog,0.0,36.733968
Arm wrestling,17.99508346333853,60.94133307332293
BMX,14.785112278290011,173.7948561447324
Cheerleading,8.212546496099845,152.4152027196734
Removing ice from car,0.0,180.51298595943837
Waxing skis,19.748531981279253,169.43668018720751
Tango,0.01,155.61884555382215
Calf roping,2.5668536074766353,13.407714056074767
Getting a haircut,4.666435569999999,58.87015407644306
Disc dog,34.786745129669136,61.13512043681748
Snatch,15.4262685,76.4027217
Doing fencing,9.799750390015602,37.23905148205928
Doing fencing,46.548814352574105,101.68535881435257
Doing fencing,111.97640717628707,130.10825429017163
Doing fencing,135.4988034321373,139.41920280811235
Breakdancing,134.9195274648986,156.20958134009362
Mooping floor,10.53352751326053,70.133241
Riding bumper cars,0.01,107.36738585189666
Powerbocking,0.2,10.659587531981279
Welding,11.33244929797192,61.43878627145086
Kite flying,0.01,41.041
Hurling,0.01,49.621
Hand washing clothes,6.091469999999999,75.28361154446178
Getting a tattoo,2.9892521684867397,188.32288661466458
Wrapping presents,0.8428907956318253,34.62336037441498
Doing nails,21.45799116318394,222.94489123782637
Cleaning shoes,71.19768007046812,93.62982584609507
Running a marathon,0.009999999999999998,120.02980073634944
Snowboarding,12.393933578546754,56.13723397722937
Snowboarding,56.438911911013385,183.14364357414104
Putting on shoes,15.680510230625904,95.62709278514303
Hula hoop,2.415928237129485,211.91141965678628
Playing congas,29.64873545679954,193.78657848909657
Capoeira,13.996627145085803,225.05103120124807
Clipping cat claws,8.711277691107643,33.021
Shaving legs,0.6954810093603744,35.908782641185645
Windsurfing,0.20000000000000004,11.301
Starting a campfire,39.30498345,95.36709485
Hammer throw,4.48497648,52.55179258598915
Preparing pasta,27.865837134165364,147.4992740452418
Getting a tattoo,3.1543668666146645,123.63083041731669
Snow tubing,0.19999999999999998,10.952536775351016
Starting a campfire,12.376851575663027,115.9887804804992
Curling,32.4277091491823,67.81373541341654
River tubing,58.426737909516376,156.701
Doing fencing,6.459073322932918,87.44591575663027
Zumba,0.5796644929797192,185.20280550702026
Putting on makeup,25.94118744,223.75675507020281
Decorating the Christmas tree,0.01,29.96496645111607
Doing fencing,44.904065695961165,48.30787242510108
Doing fencing,60.875774194233074,65.58873735765756
Doing fencing,121.35880145818078,131.57022164560053
Fixing bicycle,42.44288299531981,100.13867706708267
Dodgeball,23.730002334787265,54.026797768509375
Dodgeball,59.99660853042121,74.62264742589704
Curling,35.153682065649974,80.56052140044785
Curling,87.59125781357785,132.41220244728157
Rafting,20.29971027412525,110.19842720239421
Playing ten pins,119.9615934102964,122.6879932605304
Ironing clothes,15.792235229999998,88.05534028783151
Paintball,14.136274516380656,20.419063190327613
Hitting a pinata,0.01,44.65167800453515
Sharpening knives,30.322987519500785,36.568617784711385
Snatch,14.88042752,49.027085803432136
Snatch,58.1436926677067,125.80917472698907
Surfing,10.264006083414445,195.88966735021017
Fun sliding down,11.271747008580574,21.60795399923478
Raking leaves,46.082716510903424,60.80057943925234
Canoeing,25.8037492211838,104.65329439252338
Getting a haircut,32.42855434,58.733767820000004
Getting a haircut,69.43125098,180.86893188
High jump,0.01,19.675804212168487
Doing karate,0.0,173.1368206564997
Kayaking,0.2,22.621813959438377
Shaving,18.246044385227883,168.23345904877928
Clean and jerk,5.392897678627144,27.071278446177843
Rollerblading,27.833453978159127,125.71694227769112
Playing drums,12.970069968798752,81.75516014040562
Getting a haircut,9.616824141172605,86.87383348696699
High jump,1.2699336973478939,5.443841653666146
Getting a tattoo,2.916078521060842,5.832157042121684
Getting a tattoo,7.602633287051481,9.581400854914197
Getting a tattoo,25.932269705148205,32.07686373166926
Getting a tattoo,44.78263443057722,49.156752212168485
Getting a tattoo,54.57232660842433,57.90498777535101
Waxing skis,11.76839469578783,20.60689859594384
Making a cake,30.035101899314068,87.1798074851794
Welding,6.194873634945398,50.749900156006234
Playing guitarra,25.463560126078512,209.258231292517
Sharpening knives,66.15071762870515,95.19249609984399
Futsal,42.63298130841121,133.79636448598131
Cricket,64.84563547581902,69.40884686115444
Cricket,1.2008451222402639,49.47481817784712
Grooming dog,22.010053697347896,102.81839370046802
Grooming dog,135.83347424648986,183.62673370358814
Removing curlers,7.33315600624025,90.88669110764431
Bungee jumping,20.154455430000002,139.70003615288613
Washing hands,49.4128143525741,58.3361216848674
Breakdancing,18.008261776911077,28.848186341653665
Painting fence,2.6951086206713573,34.5512925170068
Wakeboarding,12.802588280758012,169.02799949571127
Tug of war,11.779472698907956,79.58326677067083
Doing step aerobics,0.2,166.2937889204368
Swinging at the playground,0.01,147.6556916099773
Using parallel bars,2.203109712168487,27.234186016380654
Using parallel bars,27.195028859999997,54.98399345475819
Playing lacrosse,0.0,67.384307
Running a marathon,1.6170651724028144,5.929238965476986
Running a marathon,16.170651724028144,19.674292930900908
Running a marathon,21.830379827437994,24.525488448109353
Running a marathon,49.859508736349454,52.150351029641186
Running a marathon,62.930785351014045,64.27833964118565
Archery,18.40628757566303,43.81496716380656
Using the rowing machine,6.658758190327613,37.537825273010924
Mixing drinks,40.662306416066166,145.48656263338535
Shuffleboard,8.488583463338534,32.31138221528861
Shuffleboard,41.484528861154445,80.79686427457099
Ironing clothes,57.305343150000006,176.54858034321373
Polishing shoes,9.030204,21.696984
Disc dog,0.2,25.58614409882518
Disc dog,30.063719316119585,71.96103027794581
Disc dog,73.5601642841224,142.3229254446178
Disc dog,146.16084702964122,198.29261522620905
Installing carpet,19.91359703563084,47.26127789170831
Snow tubing,0.0,26.401
Knitting,0.0,5.799014040561623
Rollerblading,10.933595943837755,200.221
Getting a piercing,3.6148217067082684,66.12997357566302
Mixing drinks,52.661464898595945,173.30107488299532
Playing beach volleyball,0.2,7.773251120521011
Playing beach volleyball,54.190664954489336,130.59061703588142
Powerbocking,12.62725585023401,29.16718252730109
Powerbocking,34.14694539781591,47.48559594383776
Powerbocking,50.15332605304212,67.06071294851795
Powerbocking,75.77682683307333,101.03576911076443
Powerbocking,101.92516848673948,106.19428549141965
High jump,1.6177896639675111,8.73606418542456
High jump,23.943287026719165,34.94425674169824
High jump,47.88657405343833,85.4192942574846
High jump,99.3322853676052,151.10155461456554
High jump,161.1318505311641,195.42899140727533
Getting a tattoo,40.716317262214304,50.17176534680435
Getting a tattoo,54.8030052249709,60.5920550726791
Getting a tattoo,72.74905968658346,78.92404618517942
Getting a tattoo,83.55528605912636,98.22087899329173
Playing saxophone,0.0,55.49569160997732
Playing violin,18.85511031869846,84.29343436594607
Playing violin,89.46934700245153,214.06095729173168
Long jump,8.765059282371293,34.36459750390016
Javelin throw,2.389074044594437,41.01243776553784
Javelin throw,63.70864118918499,116.2682701702626
Triple jump,84.74700231002438,131.1873100774371
Triple jump,167.65738076443057,167.9821315192744
Putting on shoes,42.90898620225079,191.22069459477416
Breakdancing,73.98578242121685,230.38147100468018
Grooming dog,22.622836969761117,71.58702947845805
Playing accordion,6.130586583463338,58.33346021840873
Mooping floor,0.01,23.037237875909593
Mooping floor,31.442716560363092,46.69710380251944
Mooping floor,95.26209175713967,118.6106436583994
Mooping floor,150.05336003120124,157.5248966302652
Mooping floor,169.04351555382215,171.84534177847112
Playing harmonica,38.66720706379275,46.76034342598194
Playing harmonica,53.50462372780626,72.38860857291434
Braiding hair,122.34025819032763,224.0969336973479
Swinging at the playground,0.01,46.84971795062278
Swinging at the playground,53.61502018175965,56.659406185771246
Swinging at the playground,105.03131713839981,213.61441893332588
Playing badminton,41.182500000000005,116.97000000000001
Getting a tattoo,0.8531793788758354,59.21064889398297
Getting a tattoo,65.69481217343932,87.53620427266071
Getting a tattoo,97.09181331607007,109.03632462033175
Getting a tattoo,188.55264273155962,213.80675234628433
BMX,8.595220099843994,41.212978427457095
BMX,47.27371054914196,69.64332183463338
Hurling,53.60349692352316,57.67980871314311
Hurling,90.29030303010266,93.55135172205827
Hurling,107.00318052143619,109.44896757586854
Cheerleading,0.0,16.62467344
Smoking a cigarette,7.405676078434906,23.73017202236014
Paintball,22.548293349999998,157.645639625585
Cutting the grass,0.01,10.558396221695002
Cleaning sink,19.080166666666663,106.4566308411215
Smoking hookah,1.8369483566302653,52.019037553666145
Longboarding,0.01,169.22552730109206
Kayaking,7.115195007800312,114.021
Playing racquetball,18.69956235,68.84081201248051
Fixing bicycle,6.8577811384564225,184.8619263409992
Doing karate,76.23027794581171,197.0066430078003
Ironing clothes,0.01,49.24952380952381
Playing guitarra,0.0,11.474568636505461
Sumo,47.04537285491419,52.117067082683306
Hula hoop,6.64902133500306,168.08725833385336
Smoking a cigarette,28.621771450858038,34.047699687987524
Smoking a cigarette,12.88657956318253,16.68472932917317
Smoking a cigarette,49.511595163806554,53.85233775351014
Smoking a cigarette,153.96071372854914,156.9630241809672
Belly dance,6.420705647425897,125.40440717628704
Chopping wood,0.625015600624025,13.060670826833073
Playing drums,17.536184087363495,198.11296411856475
Paintball,91.49205441809673,149.76073712012482
Hula hoop,18.030482047451635,128.42688798384015
Tango,11.21610642384879,108.36206042433699
Starting a campfire,4.93385974726989,20.627058658990805
Washing dishes,16.84877566302652,135.000815
Table soccer,15.816577316482581,146.30336760793108
Playing polo,1.7618185870291956,38.130787990703304
High jump,16.57384399375975,74.48245553822153
Surfing,17.18856237242687,27.501699795882992
Surfing,33.689582249956665,44.002719673412784
Surfing,49.84683088003792,58.09734081880281
Surfing,65.31653701522211,73.91081820143553
Surfing,81.81755689275191,89.38052433661971
Surfing,94.53709304834778,127.19536155595883
Surfing,133.03947276258398,146.1027801656284
Surfing,151.94689137225353,172.57316621916578
Surfing,178.76104867323943,190.10549965397817
Surfing,199.73109457316693,213.48194445772234
Rope skipping,0.01,102.074943
Throwing darts,25.64771028037383,43.560396
Roof shingle removal,45.265046016194,89.01834975451175
Ping-pong,0.01,6.849885
Making a sandwich,39.236050618895504,47.62074088813892
Making a sandwich,72.55981963768346,89.9741763507275
Tennis serve with ball bouncing,1.6459157566302651,6.941
Hitting a pinata,0.2,41.247641723356004
Calf roping,19.185500334299086,58.31257951950078
Playing polo,4.183854,51.87029849531981
Mooping floor,12.3676040531552,130.89050458414835
Horseback riding,2.2984071762870513,75.96840561622464
Triple jump,0.3963975421216849,9.147060264430579
Belly dance,6.354508438840955,188.09344936037442
Blowing leaves,0.2,26.452070202808116
Playing squash,5.095726989079563,135.64339937597504
Skiing,0.0,35.181
Doing motocross,13.147783119488045,187.35590945270462
Peeling potatoes,2.8613069856127575,8.583920956838273
Peeling potatoes,26.102126991202095,53.54731516692667
Peeling potatoes,60.437809375975036,73.28449349453979
Using uneven bars,89.54774643369734,107.089749
Doing step aerobics,0.0,97.709569
Calf roping,0.19999999999999998,18.801000000000002
Javelin throw,2.737672425897036,68.98934513260531
Elliptical trainer,100.37364649917924,106.06633304420222
Elliptical trainer,148.8970213545413,157.84267158351327
Braiding hair,14.675268404836194,36.57170062792512
Braiding hair,38.279932929017164,66.07753128315133
Rock climbing,7.677259750390015,39.19443135725429
Rock climbing,54.81832839313572,163.64685257410298
Discus throw,16.57206023751154,32.85338257611937
Discus throw,37.79592685748246,59.601269275260805
Discus throw,67.1604546467573,86.34915597440224
Discus throw,91.58243815466905,110.48040158341028
Discus throw,119.49327644942532,141.5893567661074
Discus throw,147.11337684527788,176.76864253345644
Playing saxophone,10.06217354544522,142.69991408424337
Playing drums,24.271905397673088,50.94103601980771
Playing drums,68.02126574409618,76.71120667912771
Putting in contact lenses,6.789936500861395,98.91702947845805
Building sandcastles,48.95390840891178,60.588694611625115
Elliptical trainer,18.646973478939156,32.54744461778471
Elliptical trainer,56.44947425897036,108.681
Zumba,22.27363104524181,202.53464508580342
Rafting,49.642280373831774,120.721
Drinking beer,0.8912641738308821,9.498181382553623
Putting on shoes,2.9250514820592826,49.141
Scuba diving,81.00879875195008,84.72170202808113
Scuba diving,159.31730421216847,166.06803744149767
Horseback riding,0.0,64.79571837285492
Horseback riding,91.46062305304213,105.05972443993761
Horseback riding,137.32425910296413,170.72203900000002
Shaving legs,99.91960842433697,155.58416536661466
Skiing,0.2,40.08531669266771
Playing rubik cube,0.7561518159126365,33.270679900156004
Hand washing clothes,14.484755999999999,98.14700468018721
Discus throw,55.46073432917317,63.720843697347895
Discus throw,99.35731554290172,129.56571551794073
Kayaking,0.0,9.441666
Polishing forniture,41.09109446567863,62.92636218174727
Decorating the Christmas tree,25.49069670771346,29.766423496871493
Decorating the Christmas tree,40.79329784785799,45.519101141137924
Decorating the Christmas tree,63.522161306013835,65.99758207868427
Decorating the Christmas tree,106.05438960722931,116.18111082218257
Disc dog,46.1561259511605,118.09900626365055
Running a marathon,34.53886748667226,41.74697896215168
Baking cookies,0.01,97.87587563182528
Curling,22.435475167550702,25.734809751014044
Curling,32.003545459594385,35.302880043057726
Curling,56.74855483556942,59.38802250234009
Curling,71.59556046115445,82.81329804492981
Curling,106.89844050421218,109.2079747126365
Curling,121.08557921310454,128.34411529672386
Curling,147.1503224224649,164.96672917316693
Curling,186.08247050733232,193.34100659095165
Brushing hair,0.22091887675507021,8.78138069422777
Shaving legs,0.17785179407176285,4.683430577223088
Shaving legs,14.228143525741029,31.24263182527301
Rollerblading,23.115602614001205,33.680320297543986
Rollerblading,38.54009043197367,92.42014989811052
Rock-paper-scissors,4.649401160516472,90.53005536612396
